id,type,tileType,health,damageable,destructible,dontDestroy,immune,lootTable,lootOnDmg,dontDropSelf,dontDropLoot,mineable,diggable,requiresDrill,tileCD,plant,growing,critter,catTags
CatalystGemstone,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CattleCage,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CattleFeedTray,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CattleWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CaveBag,Bag,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CaveGuppyNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Caveling,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingAssassin,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingAssassinTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingBed,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingBread,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingBrute,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingBruteTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingChair,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingCoffee,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingCrunch,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingCup,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingDoll,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingEffigy,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingFarmerTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingFloorTile,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
CavelingFloorTileDark,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
CavelingGardener,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingHunter,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingHunterTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingID,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingInfectedTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingMedal,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingMerchant,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingMonument,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingMonumentBroken,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingMothersRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingMummy,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingMummyTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingNatureTerritorySpawner,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingPerfume,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingPot,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
CavelingProphetMask,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingSandal,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingScholar,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingShaman,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingShamanTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingShip,NonObtainable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingShipBeached,NonObtainable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingShortWall,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
CavelingSkinTome,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingSkirmisher,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingSkirmisherTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingSkull,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingSpearman,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CavelingSpearmanTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingTerritorySpawner,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CavelingThrone,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingToilet,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CavelingWall,NonObtainable,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CeremonialFlute,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChakramProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChaosStaff,RangeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CharmExplosion,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CharmGrenade,ThrowingWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CharmGrenadeProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CharredCavelingSkull,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChemicalRation,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChewyConeCandy,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChieftainBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChieftainHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChieftainPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChineseCoin,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChineseFoldingScreen,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChineseGuardianLion,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChineseKnot,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChineseLantern,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChineseWallLantern,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChippedPlate,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChristmasBruteTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasCavelingTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasFireplace,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasLightDecorationMix,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasLightDecorationPaintable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasLuxuryPresent,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChristmasPresent,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ChristmasShamanTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasShroomanTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasSlimeTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasSnowman,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasSpikedSlimeTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasStool,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasTable,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasTree,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWallDecorationA,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWallDecorationB,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWallDecorationC,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWallDecorationD,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWallDecorationE,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChristmasWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ChronicleGallery,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Chrysalis,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
CicadaBossBuzzMortarProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CicadaBurrow,PlaceablePrefab,none,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CicadaNatureTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CicadaNymph,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CicadaNymphTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CityCavelingMoss,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
CityDestructible,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ClayCavelingMoss,PlaceablePrefab,chrysalis,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
ClayPot,PlaceablePrefab,none,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1
ClayWormSegment,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
ClayWormSegmentTail,NonObtainable,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
ClayWormTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ClotRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cocoon,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CocoonTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ColossCicada,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ColossalAmoebaTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ColumnMonument,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ConceiledBlade,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ConchShell,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ConchShellNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ContributorItem0,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ContributorItem1,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
ContributorItemDakonHat,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ContributorItemDaresielSword,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ContributorItemOwlunaeBook,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ConveyorBelt,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
ConveyorBeltSplitter,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
CookHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookPants,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookShirt,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCake,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCakeEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCakeRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCereal,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCerealEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCerealRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCheese,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCheeseEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedCheeseRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedDipSnack,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedDipSnackEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedDipSnackRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFillet,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFilletEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFilletRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFishBalls,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFishBallsEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedFishBallsRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPanCurry,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPanCurryEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPanCurryRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPudding,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPuddingEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedPuddingRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSalad,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSaladEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSaladRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSandwich,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSandwichEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSandwichRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSmoothie,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSmoothieEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSmoothieRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSoup,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSoupEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSoupRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSteak,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSteakEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSteakRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSushi,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSushiEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedSushiRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedWrap,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedWrapEpic,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookedWrapRare,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookiesAndMilk,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookingPot,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CookingPotBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CookingPotHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperAnvil,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CopperBar,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CopperCrossNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperHoe,Hoe,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperKey,KeyItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperMiningPick,MiningPick,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperOre,NonUsable,ore,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
CopperOreBoulder,PlaceablePrefab,none,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1
CopperPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperShovel,Shovel,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperSledge,Sledge,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperSword,MeleeWeapon,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CopperWorkbench,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoralAmulet,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoralBridge,PlaceablePrefab,bridge,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
CoralDoor,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoralFence,PlaceablePrefab,fence,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
CoralFenceGate,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoralFloor,PlaceablePrefab,floor,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
CoralPlank,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoralRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoralRootPlant,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1
CoralRootSeed,PlaceablePrefab,none,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
CoralWood,NonUsable,bigRoot,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1
CoreBoss,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CoreBossBeam,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossElectricProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossOrb,Creature,none,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossScanner,CastingItem,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossScarabProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossSummoningItem,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoreBossVoidImmuneZone,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreBossWhirlwindProjectile,NonObtainable,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreCommanderBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreCommanderChest,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoreCommanderHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreCommanderPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreCommanderTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CoreEye,Offhand,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreProtocol1,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreProtocol2,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreProtocol3,UniqueCraftingComponent,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoreTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CorruptWardenBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CorruptWardenHelm,Helm,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CorruptWardenPantsArmor,PantsArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CorruptedAlloy,NonUsable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CosmicCheese,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CosmicForm,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cow,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
CowBaby,Creature,none,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
CrabEnemy,Creature,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
CrabTrophy,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrescentNecklace,Necklace,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrescentRing,Ring,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CritterBeetle,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterCatcher,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CritterCentipede,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterCockroach,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterCrab,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterCrab2,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterGrasshopper,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterLarva,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterLarvaVoid,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterNewt,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterPassageFly,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterPouch,Pouch,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CritterScorpion,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterShrew,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterSnootFly,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterTinySnail,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CritterWorm,Critter,none,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CrossCircuit,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
CrownSquid,Eatable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrudeDrill,PlaceablePrefab,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CryoPod1,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CryoPod2,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CryoPod3,NonObtainable,none,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
CrystalBigSnail,Creature,none,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
CrystalBone,Valuable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CrystalBreastArmor,BreastArmor,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
